local_entity_key,geo_entity_id,property_key,geo_property_id,value_type,value,source_file,json_pointer
source:src-017,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-017,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-017,,finding,,TEXT,"Short-run reading gains are supported in some studies, but cost, scale, and longer-run durability remain contested.",content/sources.json,
source:src-017,,local_key,,TEXT,source:src-017,content/sources.json,
source:src-017,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-017,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-017,,title,,TEXT,Jrr 23 1 Fall 2023 Schwartz.Pdf (readingrecovery.org),content/sources.json,
source:src-017,,url,,TEXT,https://readingrecovery.org/wp-content/uploads/2023/11/JRR_23-1_fall_2023_schwartz.pdf,content/sources.json,
source:src-018,,authors,,TEXT,eric.ed.gov,content/sources.json,
source:src-018,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-018,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-018,,finding,,TEXT,A major counterexample to claims that highly explicit instruction is inherently low-level.,content/sources.json,
source:src-018,,local_key,,TEXT,source:src-018,content/sources.json,
source:src-018,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-018,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-018,,title,,TEXT,eric.ed.gov (eric.ed.gov),content/sources.json,
source:src-018,,url,,TEXT,https://eric.ed.gov/?id=EJ353785,content/sources.json,
source:src-019,,authors,,TEXT,education.virginia.edu,content/sources.json,
source:src-019,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-019,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-019,,finding,,TEXT,"Recent causal work finds promising long-term reading gains, supporting a content-rich view of comprehension.",content/sources.json,
source:src-019,,local_key,,TEXT,source:src-019,content/sources.json,
source:src-019,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-019,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-019,,title,,TEXT,Study Knowledge Rich Curriculum Significantly Boosts Reading Scores (education.virginia.edu),content/sources.json,
source:src-019,,url,,TEXT,https://education.virginia.edu/news-stories/study-knowledge-rich-curriculum-significantly-boosts-reading-scores,content/sources.json,
source:src-020,,authors,,TEXT,rand.org,content/sources.json,
source:src-020,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-020,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-020,,finding,,TEXT,"Often weak when isolated from coaching, materials, and accountability for classroom use.",content/sources.json,
source:src-020,,local_key,,TEXT,source:src-020,content/sources.json,
source:src-020,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-020,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-020,,title,,TEXT,Rra134 13.Html (rand.org),content/sources.json,
source:src-020,,url,,TEXT,https://www.rand.org/pubs/research_reports/RRA134-13.html,content/sources.json,
source:src-021,,authors,,TEXT,files.eric.ed.gov,content/sources.json,
source:src-021,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-021,,evidence_strength_key,,TEXT,strong-causal,content/sources.json,
source:src-021,,finding,,TEXT,"One of the strongest short-run academic interventions when frequent, sustained, curriculum-aligned, and attended.",content/sources.json,
source:src-021,,local_key,,TEXT,source:src-021,content/sources.json,
source:src-021,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-021,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-021,,title,,TEXT,Ed613847.Pdf (files.eric.ed.gov),content/sources.json,
source:src-021,,url,,TEXT,https://files.eric.ed.gov/fulltext/ED613847.pdf,content/sources.json,
source:src-022,,authors,,TEXT,nber.org,content/sources.json,
source:src-022,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-022,,evidence_strength_key,,TEXT,strong-causal,content/sources.json,
source:src-022,,finding,,TEXT,"Small early classes produced lasting benefits, but broad policy is expensive and sensitive to teacher labor supply.",content/sources.json,
source:src-022,,local_key,,TEXT,source:src-022,content/sources.json,
source:src-022,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-022,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-022,,title,,TEXT,W16381 (nber.org),content/sources.json,
source:src-022,,url,,TEXT,https://www.nber.org/papers/w16381,content/sources.json,
source:src-023,,authors,,TEXT,Annenberg Institute,content/sources.json,
source:src-023,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-023,,evidence_strength_key,,TEXT,strong-causal,content/sources.json,
source:src-023,,finding,,TEXT,"Coaching has stronger evidence than generic PD, especially at smaller scale and with clear instructional focus.",content/sources.json,
source:src-023,,local_key,,TEXT,source:src-023,content/sources.json,
source:src-023,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-023,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-023,,title,,TEXT,The Effect of Teacher Coaching on Instruction and Achievement,content/sources.json,
source:src-023,,url,,TEXT,https://annenberg.brown.edu/publications/effect-teacher-coaching-instruction-and-achievement-meta-analysis-causal-evidence,content/sources.json,
source:src-024,,authors,,TEXT,mathematica.org,content/sources.json,
source:src-024,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-024,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-024,,finding,,TEXT,"Some evaluations show positive math effects, but reading effects and turnover tradeoffs vary by context.",content/sources.json,
source:src-024,,local_key,,TEXT,source:src-024,content/sources.json,
source:src-024,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-024,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-024,,title,,TEXT,The Effectiveness Of Secondary Math Teachers From Teach For America And The Teaching Fello (mathematica.org),content/sources.json,
source:src-024,,url,,TEXT,https://www.mathematica.org/publications/the-effectiveness-of-secondary-math-teachers-from-teach-for-america-and-the-teaching-fellows-programs,content/sources.json,
source:src-025,,authors,,TEXT,my.vanderbilt.edu,content/sources.json,
source:src-025,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-025,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-025,,finding,,TEXT,Coaching has more consistent developmental evidence than simple merit pay; evaluation systems can change workforce composition but carry trust costs.,content/sources.json,
source:src-025,,local_key,,TEXT,source:src-025,content/sources.json,
source:src-025,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-025,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-025,,title,,TEXT,Point (my.vanderbilt.edu),content/sources.json,
source:src-025,,url,,TEXT,https://my.vanderbilt.edu/performanceincentives/projects/point/,content/sources.json,
source:src-026,,authors,,TEXT,nber.org,content/sources.json,
source:src-026,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-026,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-026,,finding,,TEXT,"More consequential evaluation can change teacher performance and composition, but sustainability and trust are central concerns.",content/sources.json,
source:src-026,,local_key,,TEXT,source:src-026,content/sources.json,
source:src-026,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-026,,research_design_key,,TEXT,Regression discontinuity,content/sources.json,
source:src-026,,title,,TEXT,W19403 (nber.org),content/sources.json,
source:src-026,,url,,TEXT,https://www.nber.org/papers/w19403,content/sources.json,
source:src-027,,authors,,TEXT,cepr.harvard.edu,content/sources.json,
source:src-027,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-027,,evidence_strength_key,,TEXT,not-outcome-intervention,content/sources.json,
source:src-027,,finding,,TEXT,"Influential for teacher evaluation design, but not itself a school improvement program.",content/sources.json,
source:src-027,,local_key,,TEXT,source:src-027,content/sources.json,
source:src-027,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-027,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-027,,title,,TEXT,Met Project (cepr.harvard.edu),content/sources.json,
source:src-027,,url,,TEXT,https://cepr.harvard.edu/met-project,content/sources.json,
source:src-028,,authors,,TEXT,RAND,content/sources.json,
source:src-028,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-028,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-028,,finding,,TEXT,The initiative did not deliver broad expected student achievement gains despite major investment and implementation effort.,content/sources.json,
source:src-028,,local_key,,TEXT,source:src-028,content/sources.json,
source:src-028,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-028,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-028,,title,,TEXT,Improving Teaching Effectiveness: Final Report,content/sources.json,
source:src-028,,url,,TEXT,https://www.rand.org/pubs/research_reports/RR2242.html,content/sources.json,
source:src-029,,authors,,TEXT,MDRC,content/sources.json,
source:src-029,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-029,,evidence_strength_key,,TEXT,strong-causal,content/sources.json,
source:src-029,,finding,,TEXT,"NYC small schools produced meaningful graduation gains, showing school design can matter when implementation and choice systems align.",content/sources.json,
source:src-029,,local_key,,TEXT,source:src-029,content/sources.json,
source:src-029,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-029,,research_design_key,,TEXT,Lottery,content/sources.json,
source:src-029,,title,,TEXT,New York City Small Schools of Choice Evaluation,content/sources.json,
source:src-029,,url,,TEXT,https://www.mdrc.org/work/projects/new-york-city-small-schools-choice-evaluation,content/sources.json,
source:src-030,,authors,,TEXT,rand.org,content/sources.json,
source:src-030,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-030,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-030,,finding,,TEXT,"Early RAND evidence was promising, but heterogeneity and later critiques caution against treating personalized learning as one proven model.",content/sources.json,
source:src-030,,local_key,,TEXT,source:src-030,content/sources.json,
source:src-030,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-030,,research_design_key,,TEXT,Matched comparison,content/sources.json,
source:src-030,,title,,TEXT,Rr1365.Html (rand.org),content/sources.json,
source:src-030,,url,,TEXT,https://www.rand.org/pubs/research_reports/RR1365.html,content/sources.json,
source:src-031,,authors,,TEXT,usprogram.gatesfoundation.org,content/sources.json,
source:src-031,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-031,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-031,,finding,,TEXT,"The final evaluation found promising effects on some targeted outcomes, with engagement and CI fidelity tied to stronger results.",content/sources.json,
